34,EA19,2015,338471000;
34,EE,2015,1313271;
34,EEA30,2015,509758499;
34,EEA31,2015,513983815;
34,EFTA,2015,13770625;
34,EL,2015,10858018;
34,ES,2015,46449565;
34,EU27,2015,504225540;
34,EU28,2015,508450856;
34,FI,2015,5471753;
34,FR,2015,66415161;
34,HR,2015,4225316;
34,HU,2015,9855571;
34,IE,2015,4628949;
34,IS,2015,329100;
34,IT,2015,60795612;
34,LI,2015,37366;
34,LT,2015,2921262;
34,LU,2015,562958;
34,LV,2015,1986096;
34,ME,2015,622099;
34,MK,2015,2069172;
34,MT,2015,429344;
34,NL,2015,16900726;
34,NO,2015,5166493;
34,PL,2015,38005614;
34,PT,2015,10374822;
34,RO,2015,19870647;
34,RS,2015,7114393;
34,SE,2015,9747355;
34,SI,2015,2062874;
34,SK,2015,5421349;
34,TR,2015,77695904;
34,UK,2015,64875165;
35,AL,2015,2893005;
35,AT,2015,8576261;
35,BE,2015,11258434;
35,BG,2015,7202198;
35,CH,2015,8237666;
35,CY,2015,847008;
35,CZ,2015,10538275;
35,DE,2015,81197537;
35,DE_TOT,2015,81197537;
35,DK,2015,5659715;
35,EA18,2015,335549738;
35,EA19,2015,338471000;
35,EE,2015,1313271;
35,EEA30,2015,509758499;
35,EEA31,2015,513983815;
35,EFTA,2015,13770625;
35,EL,2015,10858018;
35,ES,2015,46449565;
35,EU27,2015,504225540;
35,EU28,2015,508450856;
35,FI,2015,5471753;
35,FR,2015,66415161;
35,HR,2015,4225316;
35,HU,2015,9855571;
35,IE,2015,4628949;
35,IS,2015,329100;
35,IT,2015,60795612;
35,LI,2015,37366;
35,LT,2015,2921262;
35,LU,2015,562958;
35,LV,2015,1986096;
35,ME,2015,622099;
35,MK,2015,2069172;
35,MT,2015,429344;
35,NL,2015,16900726;
35,NO,2015,5166493;
35,PL,2015,38005614;
35,PT,2015,10374822;
35,RO,2015,19870647;
35,RS,2015,7114393;
35,SE,2015,9747355;
35,SI,2015,2062874;
35,SK,2015,5421349;
35,TR,2015,77695904;
35,UK,2015,64875165;
36,AL,2015,2893005;
36,AT,2015,8576261;
36,BE,2015,11258434;
36,BG,2015,7202198;
36,CH,2015,8237666;
36,CY,2015,847008;
36,CZ,2015,10538275;
36,DE,2015,81197537;
36,DE_TOT,2015,81197537;
36,DK,2015,5659715;
36,EA18,2015,335549738;
36,EA19,2015,338471000;
36,EE,2015,1313271;
36,EEA30,2015,509758499;
36,EEA31,2015,513983815;
36,EFTA,2015,13770625;
36,EL,2015,10858018;
36,ES,2015,46449565;
36,EU27,2015,504225540;
36,EU28,2015,508450856;
36,FI,2015,5471753;
36,FR,2015,66415161;
36,HR,2015,4225316;
36,HU,2015,9855571;
36,IE,2015,4628949;
36,IS,2015,329100;
36,IT,2015,60795612;
36,LI,2015,37366;
36,LT,2015,2921262;
36,LU,2015,562958;
36,LV,2015,1986096;
36,ME,2015,622099;
36,MK,2015,2069172;
36,MT,2015,429344;
36,NL,2015,16900726;
36,NO,2015,5166493;
36,PL,2015,38005614;
36,PT,2015,10374822;
36,RO,2015,19870647;
36,RS,2015,7114393;
36,SE,2015,9747355;
36,SI,2015,2062874;
36,SK,2015,5421349;
36,TR,2015,77695904;
36,UK,2015,64875165;
37,AL,2015,2893005;
37,AT,2015,8576261;
37,BE,2015,11258434;
37,BG,2015,7202198;
37,CH,2015,8237666;
37,CY,2015,847008;
37,CZ,2015,10538275;
37,DE,2015,81197537;
37,DE_TOT,2015,81197537;
37,DK,2015,5659715;
37,EA18,2015,335549738;
37,EA19,2015,338471000;
37,EE,2015,1313271;
37,EEA30,2015,509758499;
37,EEA31,2015,513983815;
37,EFTA,2015,13770625;
37,EL,2015,10858018;
37,ES,2015,46449565;
37,EU27,2015,504225540;
37,EU28,2015,508450856;
37,FI,2015,5471753;
37,FR,2015,66415161;
37,HR,2015,4225316;
37,HU,2015,9855571;
37,IE,2015,4628949;
37,IS,2015,329100;
37,IT,2015,60795612;
37,LI,2015,37366;
37,LT,2015,2921262;
37,LU,2015,562958;
37,LV,2015,1986096;
37,ME,2015,622099;
37,MK,2015,2069172;
37,MT,2015,429344;
37,NL,2015,16900726;
37,NO,2015,5166493;
37,PL,2015,38005614;
37,PT,2015,10374822;
37,RO,2015,19870647;
37,RS,2015,7114393;
37,SE,2015,9747355;
37,SI,2015,2062874;
37,SK,2015,5421349;
37,TR,2015,77695904;
37,UK,2015,64875165;
39,AL,2015,2893005;
39,AT,2015,8576261;
39,BE,2015,11258434;
39,BG,2015,7202198;
39,CH,2015,8237666;
39,CY,2015,847008;
39,CZ,2015,10538275;
39,DE,2015,81197537;
39,DE_TOT,2015,81197537;
39,DK,2015,5659715;
39,EA18,2015,335549738;
39,EA19,2015,338471000;
39,EE,2015,1313271;
39,EEA30,2015,509758499;
39,EEA31,2015,513983815;
39,EFTA,2015,13770625;
39,EL,2015,10858018;
39,ES,2015,46449565;
39,EU27,2015,504225540;
39,EU28,2015,508450856;
39,FI,2015,5471753;
39,FR,2015,66415161;
39,HR,2015,4225316;
39,HU,2015,9855571;
39,IE,2015,4628949;
39,IS,2015,329100;
39,IT,2015,60795612;
39,LI,2015,37366;
39,LT,2015,2921262;
39,LU,2015,562958;
39,LV,2015,1986096;
39,ME,2015,622099;
39,MK,2015,2069172;
39,MT,2015,429344;
39,NL,2015,16900726;
39,NO,2015,5166493;
39,PL,2015,38005614;
39,PT,2015,10374822;
39,RO,2015,19870647;
39,RS,2015,7114393;
39,SE,2015,9747355;
39,SI,2015,2062874;
39,SK,2015,5421349;
39,TR,2015,77695904;
39,UK,2015,64875165;
40,AL,2015,2893005;
40,AT,2015,8576261;
40,BE,2015,11258434;
40,BG,2015,7202198;
40,CH,2015,8237666;
40,CY,2015,847008;
40,CZ,2015,10538275;
40,DE,2015,81197537;
40,DE_TOT,2015,81197537;
40,DK,2015,5659715;
40,EA18,2015,335549738;
40,EA19,2015,338471000;
40,EE,2015,1313271;
40,EEA30,2015,509758499;
40,EEA31,2015,513983815;
40,EFTA,2015,13770625;
40,EL,2015,10858018;
40,ES,2015,46449565;
40,EU27,2015,504225540;
40,EU28,2015,508450856;
40,FI,2015,5471753;
40,FR,2015,66415161;
40,HR,2015,4225316;
40,HU,2015,9855571;
40,IE,2015,4628949;
40,IS,2015,329100;
40,IT,2015,60795612;
40,LI,2015,37366;
40,LT,2015,2921262;
40,LU,2015,562958;
40,LV,2015,1986096;
40,ME,2015,622099;
40,MK,2015,2069172;
40,MT,2015,429344;
40,NL,2015,16900726;
40,NO,2015,5166493;
40,PL,2015,38005614;
40,PT,2015,10374822;
40,RO,2015,19870647;
40,RS,2015,7114393;
40,SE,2015,9747355;
40,SI,2015,2062874;
40,SK,2015,5421349;
40,TR,2015,77695904;
40,UK,2015,64875165;
41,AL,2015,2893005;
41,AT,2015,8576261;
41,BE,2015,11258434;
41,BG,2015,7202198;
41,CH,2015,8237666;
41,CY,2015,847008;
41,CZ,2015,10538275;
41,DE,2015,81197537;
41,DE_TOT,2015,81197537;
41,DK,2015,5659715;
41,EA18,2015,335549738;
41,EA19,2015,338471000;
41,EE,2015,1313271;
41,EEA30,2015,509758499;
41,EEA31,2015,513983815;
41,EFTA,2015,13770625;
41,EL,2015,10858018;
41,ES,2015,46449565;
41,EU27,2015,504225540;
41,EU28,2015,508450856;
41,FI,2015,5471753;
41,FR,2015,66415161;
41,HR,2015,4225316;
41,HU,2015,9855571;
41,IE,2015,4628949;
41,IS,2015,329100;
41,IT,2015,60795612;
41,LI,2015,37366;
41,LT,2015,2921262;
41,LU,2015,562958;
41,LV,2015,1986096;
41,ME,2015,622099;
41,MK,2015,2069172;
41,MT,2015,429344;
41,NL,2015,16900726;
41,NO,2015,5166493;
41,PL,2015,38005614;
41,PT,2015,10374822;
41,RO,2015,19870647;
41,RS,2015,7114393;
41,SE,2015,9747355;
41,SI,2015,2062874;
41,SK,2015,5421349;
41,TR,2015,77695904;
41,UK,2015,64875165;
42,AL,2015,2893005;
42,AT,2015,8576261;
42,BE,2015,11258434;
42,BG,2015,7202198;
42,CH,2015,8237666;
42,CY,2015,847008;
42,CZ,2015,10538275;
42,DE,2015,81197537;
42,DE_TOT,2015,81197537;
42,DK,2015,5659715;
42,EA18,2015,335549738;
42,EA19,2015,338471000;
42,EE,2015,1313271;
42,EEA30,2015,509758499;
42,EEA31,2015,513983815;
42,EFTA,2015,13770625;
42,EL,2015,10858018;
42,ES,2015,46449565;
42,EU27,2015,504225540;
42,EU28,2015,508450856;
42,FI,2015,5471753;
42,FR,2015,66415161;
42,HR,2015,4225316;
42,HU,2015,9855571;
42,IE,2015,4628949;
42,IS,2015,329100;
42,IT,2015,60795612;
42,LI,2015,37366;
42,LT,2015,2921262;
42,LU,2015,562958;
42,LV,2015,1986096;
42,ME,2015,622099;
42,MK,2015,2069172;
42,MT,2015,429344;
42,NL,2015,16900726;
42,NO,2015,5166493;
42,PL,2015,38005614;
42,PT,2015,10374822;
42,RO,2015,19870647;
42,RS,2015,7114393;
42,SE,2015,9747355;
42,SI,2015,2062874;
42,SK,2015,5421349;
42,TR,2015,77695904;
42,UK,2015,64875165;
43,AL,2015,2893005;
43,AT,2015,8576261;
43,BE,2015,11258434;
43,BG,2015,7202198;
43,CH,2015,8237666;
43,CY,2015,847008;
43,CZ,2015,10538275;
43,DE,2015,81197537;
43,DE_TOT,2015,81197537;
43,DK,2015,5659715;
43,EA18,2015,335549738;
43,EA19,2015,338471000;
43,EE,2015,1313271;
43,EEA30,2015,509758499;
43,EEA31,2015,513983815;
43,EFTA,2015,13770625;
43,EL,2015,10858018;
43,ES,2015,46449565;
43,EU27,2015,504225540;
43,EU28,2015,508450856;
43,FI,2015,5471753;
43,FR,2015,66415161;
43,HR,2015,4225316;
43,HU,2015,9855571;
43,IE,2015,4628949;
43,IS,2015,329100;
43,IT,2015,60795612;
43,LI,2015,37366;
43,LT,2015,2921262;
43,LU,2015,562958;
43,LV,2015,1986096;
43,ME,2015,622099;
43,MK,2015,2069172;
43,MT,2015,429344;
43,NL,2015,16900726;
43,NO,2015,5166493;
43,PL,2015,38005614;
43,PT,2015,10374822;
43,RO,2015,19870647;
43,RS,2015,7114393;
43,SE,2015,9747355;
43,SI,2015,2062874;
43,SK,2015,5421349;
43,TR,2015,77695904;
43,UK,2015,64875165;
44,AL,2015,2893005;
44,AT,2015,8576261;
44,BE,2015,11258434;
44,BG,2015,7202198;
44,CH,2015,8237666;
44,CY,2015,847008;
44,CZ,2015,10538275;
44,DE,2015,81197537;
44,DE_TOT,2015,81197537;
44,DK,2015,5659715;
44,EA18,2015,335549738;
44,EA19,2015,338471000;
44,EE,2015,1313271;
44,EEA30,2015,509758499;
44,EEA31,2015,513983815;
44,EFTA,2015,13770625;
44,EL,2015,10858018;
44,ES,2015,46449565;
44,EU27,2015,504225540;
44,EU28,2015,508450856;
44,FI,2015,5471753;
44,FR,2015,66415161;
44,HR,2015,4225316;
44,HU,2015,9855571;
44,IE,2015,4628949;
44,IS,2015,329100;
44,IT,2015,60795612;
44,LI,2015,37366;
44,LT,2015,2921262;
44,LU,2015,562958;
44,LV,2015,1986096;
44,ME,2015,622099;
44,MK,2015,2069172;
44,MT,2015,429344;
44,NL,2015,16900726;
44,NO,2015,5166493;
44,PL,2015,38005614;
44,PT,2015,10374822;
44,RO,2015,19870647;
44,RS,2015,7114393;
44,SE,2015,9747355;
44,SI,2015,2062874;
44,SK,2015,5421349;
44,TR,2015,77695904;
44,UK,2015,64875165;
45,AL,2015,2893005;
45,AT,2015,8576261;
45,BE,2015,11258434;
45,BG,2015,7202198;
45,CH,2015,8237666;
45,CY,2015,847008;
45,CZ,2015,10538275;
45,DE,2015,81197537;
45,DE_TOT,2015,81197537;
45,DK,2015,5659715;
45,EA18,2015,335549738;
45,EA19,2015,338471000;
45,EE,2015,1313271;
45,EEA30,2015,509758499;
45,EEA31,2015,513983815;
45,EFTA,2015,13770625;
45,EL,2015,10858018;
45,ES,2015,46449565;
45,EU27,2015,504225540;
45,EU28,2015,508450856;
